# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_structure_texture_far.bag'
# timestamp tx ty tz qx qy qz qw
1341839129.4468 -0.3401 -0.1716 1.0736 0.6436 0.5173 -0.3408 -0.4496
1341839129.4567 -0.3424 -0.1733 1.0731 0.6436 0.5165 -0.3422 -0.4494
1341839129.4667 -0.3443 -0.1750 1.0726 0.6440 0.5170 -0.3421 -0.4482
1341839129.4769 -0.3459 -0.1768 1.0720 0.6456 0.5171 -0.3411 -0.4466
1341839129.4874 -0.3477 -0.1783 1.0714 0.6455 0.5177 -0.3406 -0.4463
1341839129.4968 -0.3492 -0.1799 1.0712 0.6466 0.5183 -0.3394 -0.4452
1341839129.5069 -0.3512 -0.1816 1.0706 0.6468 0.5171 -0.3389 -0.4466
1341839129.5168 -0.3529 -0.1830 1.0702 0.6467 0.5160 -0.3393 -0.4477
1341839129.5267 -0.3537 -0.1846 1.0695 0.6466 0.5173 -0.3380 -0.4474
1341839129.5367 -0.3552 -0.1860 1.0693 0.6471 0.5170 -0.3379 -0.4469
1341839129.5468 -0.3566 -0.1875 1.0687 0.6476 0.5157 -0.3379 -0.4477
1341839129.5567 -0.3584 -0.1890 1.0686 0.6487 0.5139 -0.3386 -0.4477
1341839129.5667 -0.3597 -0.1905 1.0683 0.6502 0.5139 -0.3379 -0.4460
1341839129.5768 -0.3605 -0.1919 1.0680 0.6516 0.5151 -0.3360 -0.4441
1341839129.5868 -0.3622 -0.1935 1.0678 0.6514 0.5142 -0.3363 -0.4451
1341839129.5968 -0.3630 -0.1950 1.0680 0.6538 0.5138 -0.3343 -0.4435
1341839129.6067 -0.3650 -0.1965 1.0683 0.6532 0.5119 -0.3361 -0.4455
1341839129.6168 -0.3664 -0.1979 1.0683 0.6525 0.5118 -0.3360 -0.4466
1341839129.6268 -0.3678 -0.1993 1.0683 0.6520 0.5116 -0.3357 -0.4478
1341839129.6368 -0.3685 -0.2005 1.0678 0.6513 0.5145 -0.3337 -0.4469
1341839129.6470 -0.3700 -0.2019 1.0678 0.6504 0.5146 -0.3339 -0.4479
1341839129.6567 -0.3713 -0.2032 1.0677 0.6503 0.5151 -0.3329 -0.4483
1341839129.6667 -0.3727 -0.2047 1.0676 0.6501 0.5149 -0.3326 -0.4490
1341839129.6769 -0.3739 -0.2059 1.0678 0.6509 0.5154 -0.3314 -0.4481
1341839129.6867 -0.3755 -0.2070 1.0680 0.6504 0.5148 -0.3315 -0.4495
1341839129.6968 -0.3777 -0.2082 1.0685 0.6507 0.5127 -0.3328 -0.4506
1341839129.7069 -0.3790 -0.2097 1.0688 0.6516 0.5130 -0.3328 -0.4488
1341839129.7169 -0.3804 -0.2109 1.0692 0.6516 0.5126 -0.3337 -0.4487
1341839129.7268 -0.3819 -0.2121 1.0697 0.6524 0.5123 -0.3343 -0.4474
1341839129.7369 -0.3834 -0.2134 1.0697 0.6519 0.5120 -0.3348 -0.4480
1341839129.7469 -0.3849 -0.2145 1.0701 0.6522 0.5116 -0.3343 -0.4485
1341839129.7568 -0.3861 -0.2157 1.0703 0.6521 0.5122 -0.3334 -0.4487
1341839129.7668 -0.3873 -0.2169 1.0706 0.6522 0.5118 -0.3326 -0.4496
1341839129.7768 -0.3883 -0.2179 1.0709 0.6524 0.5111 -0.3310 -0.4511
1341839129.7868 -0.3894 -0.2189 1.0712 0.6525 0.5101 -0.3308 -0.4522
1341839129.7969 -0.3906 -0.2198 1.0716 0.6524 0.5089 -0.3315 -0.4533
1341839129.8081 -0.3917 -0.2210 1.0722 0.6519 0.5073 -0.3327 -0.4549
1341839129.8168 -0.3929 -0.2221 1.0726 0.6524 0.5070 -0.3331 -0.4542
1341839129.8268 -0.3941 -0.2234 1.0731 0.6531 0.5063 -0.3340 -0.4533
1341839129.8367 -0.3952 -0.2246 1.0735 0.6540 0.5063 -0.3342 -0.4520
1341839129.8469 -0.3965 -0.2258 1.0738 0.6546 0.5070 -0.3340 -0.4505
1341839129.8568 -0.3978 -0.2271 1.0742 0.6545 0.5078 -0.3338 -0.4498
1341839129.8667 -0.3988 -0.2284 1.0745 0.6547 0.5085 -0.3327 -0.4496
1341839129.8768 -0.4000 -0.2294 1.0750 0.6539 0.5088 -0.3321 -0.4508
1341839129.8868 -0.4011 -0.2306 1.0754 0.6526 0.5085 -0.3321 -0.4531
1341839129.8968 -0.4022 -0.2315 1.0757 0.6516 0.5081 -0.3316 -0.4553
1341839129.9068 -0.4033 -0.2325 1.0762 0.6509 0.5070 -0.3318 -0.4573
1341839129.9168 -0.4044 -0.2336 1.0765 0.6498 0.5062 -0.3324 -0.4594
1341839129.9268 -0.4051 -0.2349 1.0772 0.6502 0.5055 -0.3324 -0.4596
1341839129.9368 -0.4061 -0.2361 1.0774 0.6514 0.5047 -0.3324 -0.4587
1341839129.9477 -0.4072 -0.2373 1.0775 0.6518 0.5045 -0.3330 -0.4580
1341839129.9567 -0.4084 -0.2386 1.0780 0.6533 0.5048 -0.3326 -0.4558
1341839129.9668 -0.4093 -0.2398 1.0782 0.6544 0.5052 -0.3312 -0.4547
1341839129.9768 -0.4105 -0.2411 1.0783 0.6541 0.5049 -0.3310 -0.4558
1341839129.9868 -0.4115 -0.2423 1.0786 0.6543 0.5056 -0.3296 -0.4557
1341839129.9968 -0.4125 -0.2435 1.0789 0.6539 0.5053 -0.3289 -0.4571
1341839130.0068 -0.4134 -0.2447 1.0790 0.6537 0.5054 -0.3280 -0.4578
1341839130.0169 -0.4147 -0.2460 1.0793 0.6520 0.5054 -0.3290 -0.4597
1341839130.0268 -0.4156 -0.2474 1.0795 0.6515 0.5046 -0.3296 -0.4608
1341839130.0368 -0.4168 -0.2487 1.0797 0.6503 0.5051 -0.3298 -0.4617
1341839130.0474 -0.4177 -0.2503 1.0799 0.6513 0.5046 -0.3295 -0.4611
1341839130.0568 -0.4190 -0.2518 1.0798 0.6517 0.5046 -0.3295 -0.4606
1341839130.0668 -0.4202 -0.2532 1.0800 0.6523 0.5044 -0.3292 -0.4602
1341839130.0768 -0.4216 -0.2548 1.0799 0.6523 0.5043 -0.3304 -0.4594
1341839130.0868 -0.4228 -0.2562 1.0799 0.6531 0.5044 -0.3295 -0.4588
1341839130.0968 -0.4239 -0.2578 1.0799 0.6545 0.5042 -0.3277 -0.4583
1341839130.1070 -0.4250 -0.2593 1.0796 0.6548 0.5040 -0.3277 -0.4580
1341839130.1168 -0.4261 -0.2607 1.0797 0.6546 0.5034 -0.3282 -0.4586
1341839130.1274 -0.4271 -0.2625 1.0799 0.6545 0.5028 -0.3286 -0.4591
1341839130.1368 -0.4284 -0.2641 1.0797 0.6536 0.5017 -0.3301 -0.4606
1341839130.1469 -0.4292 -0.2659 1.0799 0.6534 0.5006 -0.3309 -0.4614
1341839130.1568 -0.4302 -0.2677 1.0801 0.6530 0.5000 -0.3312 -0.4624
1341839130.1667 -0.4312 -0.2693 1.0800 0.6532 0.4993 -0.3317 -0.4627
1341839130.1768 -0.4323 -0.2709 1.0796 0.6537 0.4989 -0.3316 -0.4624
1341839130.1868 -0.4334 -0.2728 1.0790 0.6551 0.4993 -0.3307 -0.4607
1341839130.1968 -0.4344 -0.2744 1.0787 0.6552 0.4994 -0.3305 -0.4605
1341839130.2067 -0.4353 -0.2764 1.0787 0.6563 0.4984 -0.3296 -0.4607
1341839130.2169 -0.4361 -0.2782 1.0783 0.6571 0.4985 -0.3286 -0.4601
1341839130.2268 -0.4370 -0.2801 1.0780 0.6574 0.4979 -0.3287 -0.4603
1341839130.2368 -0.4380 -0.2818 1.0778 0.6576 0.4969 -0.3292 -0.4608
1341839130.2503 -0.4386 -0.2835 1.0774 0.6585 0.4962 -0.3287 -0.4606
1341839130.2568 -0.4393 -0.2852 1.0775 0.6588 0.4940 -0.3287 -0.4626
1341839130.2668 -0.4402 -0.2868 1.0773 0.6591 0.4928 -0.3287 -0.4634
1341839130.2768 -0.4412 -0.2886 1.0768 0.6592 0.4917 -0.3299 -0.4635
1341839130.2868 -0.4420 -0.2905 1.0765 0.6604 0.4911 -0.3289 -0.4631
1341839130.2968 -0.4429 -0.2923 1.0762 0.6608 0.4906 -0.3283 -0.4634
1341839130.3068 -0.4438 -0.2941 1.0760 0.6614 0.4909 -0.3275 -0.4630
1341839130.3168 -0.4447 -0.2961 1.0757 0.6622 0.4904 -0.3273 -0.4624
1341839130.3269 -0.4456 -0.2981 1.0758 0.6633 0.4900 -0.3269 -0.4616
1341839130.3369 -0.4464 -0.3002 1.0760 0.6637 0.4890 -0.3275 -0.4616
1341839130.3469 -0.4470 -0.3023 1.0763 0.6643 0.4881 -0.3285 -0.4610
1341839130.3568 -0.4480 -0.3046 1.0762 0.6642 0.4861 -0.3298 -0.4624
1341839130.3668 -0.4485 -0.3067 1.0762 0.6647 0.4849 -0.3298 -0.4629
1341839130.3768 -0.4492 -0.3086 1.0763 0.6647 0.4838 -0.3298 -0.4642
1341839130.3868 -0.4500 -0.3103 1.0765 0.6639 0.4835 -0.3299 -0.4653
1341839130.3968 -0.4506 -0.3122 1.0763 0.6638 0.4829 -0.3295 -0.4664
1341839130.4068 -0.4511 -0.3142 1.0763 0.6646 0.4828 -0.3278 -0.4667
1341839130.4169 -0.4517 -0.3164 1.0761 0.6655 0.4825 -0.3270 -0.4662
1341839130.4268 -0.4525 -0.3184 1.0760 0.6659 0.4812 -0.3271 -0.4669
1341839130.4368 -0.4530 -0.3205 1.0760 0.6675 0.4809 -0.3265 -0.4654
1341839130.4468 -0.4537 -0.3227 1.0760 0.6684 0.4804 -0.3265 -0.4646
1341839130.4568 -0.4546 -0.3247 1.0760 0.6691 0.4797 -0.3272 -0.4638
1341839130.4668 -0.4553 -0.3271 1.0759 0.6706 0.4800 -0.3264 -0.4620
1341839130.4768 -0.4561 -0.3291 1.0760 0.6710 0.4797 -0.3262 -0.4619
1341839130.4869 -0.4569 -0.3311 1.0761 0.6710 0.4793 -0.3256 -0.4627
1341839130.4968 -0.4578 -0.3333 1.0760 0.6705 0.4786 -0.3255 -0.4641
1341839130.5068 -0.4586 -0.3351 1.0760 0.6704 0.4785 -0.3243 -0.4653
1341839130.5168 -0.4593 -0.3374 1.0761 0.6711 0.4773 -0.3235 -0.4660
1341839130.5269 -0.4604 -0.3395 1.0760 0.6712 0.4763 -0.3233 -0.4670
1341839130.5372 -0.4614 -0.3416 1.0763 0.6720 0.4758 -0.3238 -0.4661
1341839130.5469 -0.4626 -0.3439 1.0764 0.6725 0.4751 -0.3245 -0.4655
1341839130.5573 -0.4637 -0.3460 1.0766 0.6724 0.4753 -0.3256 -0.4647
1341839130.5668 -0.4645 -0.3486 1.0767 0.6736 0.4759 -0.3251 -0.4626
1341839130.5768 -0.4655 -0.3512 1.0769 0.6739 0.4765 -0.3256 -0.4614
1341839130.5868 -0.4664 -0.3534 1.0772 0.6740 0.4773 -0.3249 -0.4608
1341839130.5968 -0.4673 -0.3558 1.0771 0.6732 0.4773 -0.3247 -0.4621
1341839130.6068 -0.4681 -0.3579 1.0772 0.6723 0.4777 -0.3242 -0.4635
1341839130.6168 -0.4690 -0.3601 1.0774 0.6711 0.4777 -0.3236 -0.4655
1341839130.6271 -0.4695 -0.3622 1.0773 0.6709 0.4778 -0.3220 -0.4667
1341839130.6368 -0.4700 -0.3645 1.0774 0.6710 0.4783 -0.3208 -0.4669
1341839130.6471 -0.4708 -0.3667 1.0773 0.6712 0.4776 -0.3206 -0.4675
1341839130.6568 -0.4716 -0.3689 1.0776 0.6715 0.4770 -0.3206 -0.4678
1341839130.6668 -0.4723 -0.3714 1.0779 0.6728 0.4762 -0.3209 -0.4665
1341839130.6768 -0.4730 -0.3738 1.0781 0.6733 0.4752 -0.3217 -0.4662
1341839130.6867 -0.4735 -0.3762 1.0786 0.6744 0.4744 -0.3223 -0.4650
1341839130.6968 -0.4744 -0.3786 1.0788 0.6745 0.4742 -0.3229 -0.4647
1341839130.7068 -0.4748 -0.3810 1.0790 0.6749 0.4744 -0.3226 -0.4640
1341839130.7168 -0.4754 -0.3832 1.0792 0.6750 0.4746 -0.3218 -0.4642
1341839130.7268 -0.4760 -0.3855 1.0793 0.6754 0.4747 -0.3204 -0.4646
1341839130.7368 -0.4766 -0.3878 1.0794 0.6745 0.4755 -0.3198 -0.4654
1341839130.7469 -0.4773 -0.3901 1.0795 0.6735 0.4759 -0.3188 -0.4671
1341839130.7584 -0.4778 -0.3923 1.0796 0.6729 0.4761 -0.3179 -0.4684
1341839130.7668 -0.4784 -0.3947 1.0800 0.6730 0.4757 -0.3174 -0.4690
1341839130.7768 -0.4789 -0.3969 1.0803 0.6732 0.4750 -0.3175 -0.4694
1341839130.7878 -0.4795 -0.3994 1.0806 0.6737 0.4740 -0.3177 -0.4696
1341839130.7968 -0.4805 -0.4016 1.0811 0.6744 0.4722 -0.3184 -0.4700
1341839130.8069 -0.4813 -0.4037 1.0814 0.6753 0.4713 -0.3187 -0.4694
1341839130.8168 -0.4819 -0.4059 1.0818 0.6767 0.4710 -0.3186 -0.4677
1341839130.8268 -0.4827 -0.4084 1.0821 0.6782 0.4708 -0.3182 -0.4660
1341839130.8368 -0.4834 -0.4108 1.0824 0.6791 0.4711 -0.3178 -0.4646
1341839130.8469 -0.4842 -0.4133 1.0828 0.6793 0.4715 -0.3174 -0.4642
1341839130.8576 -0.4850 -0.4157 1.0831 0.6798 0.4719 -0.3161 -0.4640
1341839130.8668 -0.4860 -0.4180 1.0836 0.6788 0.4719 -0.3158 -0.4657
1341839130.8768 -0.4869 -0.4205 1.0837 0.6774 0.4720 -0.3161 -0.4674
1341839130.8871 -0.4876 -0.4229 1.0842 0.6767 0.4717 -0.3160 -0.4687
1341839130.8968 -0.4884 -0.4254 1.0846 0.6758 0.4712 -0.3162 -0.4704
1341839130.9085 -0.4891 -0.4278 1.0849 0.6747 0.4704 -0.3172 -0.4721
1341839130.9169 -0.4899 -0.4300 1.0852 0.6748 0.4705 -0.3170 -0.4720
1341839130.9268 -0.4906 -0.4323 1.0853 0.6752 0.4697 -0.3176 -0.4719
1341839130.9376 -0.4915 -0.4344 1.0855 0.6756 0.4691 -0.3177 -0.4717
1341839130.9468 -0.4925 -0.4367 1.0857 0.6764 0.4688 -0.3175 -0.4711
1341839130.9568 -0.4933 -0.4390 1.0857 0.6777 0.4683 -0.3170 -0.4700
1341839130.9668 -0.4943 -0.4413 1.0859 0.6788 0.4684 -0.3167 -0.4685
1341839130.9774 -0.4952 -0.4435 1.0863 0.6794 0.4680 -0.3164 -0.4683
1341839130.9870 -0.4959 -0.4459 1.0866 0.6804 0.4676 -0.3158 -0.4677
1341839130.9968 -0.4967 -0.4483 1.0870 0.6803 0.4666 -0.3162 -0.4685
1341839131.0068 -0.4976 -0.4506 1.0874 0.6800 0.4658 -0.3169 -0.4693
1341839131.0193 -0.4985 -0.4529 1.0876 0.6793 0.4652 -0.3174 -0.4704
1341839131.0268 -0.4993 -0.4553 1.0879 0.6783 0.4651 -0.3185 -0.4713
1341839131.0370 -0.5002 -0.4576 1.0880 0.6776 0.4652 -0.3189 -0.4719
1341839131.0469 -0.5009 -0.4600 1.0882 0.6771 0.4663 -0.3182 -0.4720
1341839131.0568 -0.5018 -0.4621 1.0881 0.6765 0.4673 -0.3179 -0.4721
1341839131.0668 -0.5025 -0.4644 1.0880 0.6758 0.4684 -0.3173 -0.4725
1341839131.0768 -0.5033 -0.4667 1.0881 0.6759 0.4688 -0.3170 -0.4721
1341839131.0876 -0.5043 -0.4689 1.0880 0.6759 0.4687 -0.3171 -0.4721
1341839131.0968 -0.5051 -0.4709 1.0880 0.6765 0.4685 -0.3169 -0.4716
1341839131.1068 -0.5059 -0.4731 1.0879 0.6769 0.4684 -0.3172 -0.4709
1341839131.1168 -0.5067 -0.4751 1.0880 0.6774 0.4680 -0.3169 -0.4707
1341839131.1268 -0.5074 -0.4773 1.0879 0.6779 0.4676 -0.3173 -0.4702
1341839131.1368 -0.5081 -0.4793 1.0877 0.6783 0.4672 -0.3174 -0.4699
1341839131.1468 -0.5090 -0.4813 1.0874 0.6785 0.4667 -0.3177 -0.4701
1341839131.1569 -0.5096 -0.4833 1.0871 0.6786 0.4671 -0.3178 -0.4694
1341839131.1668 -0.5104 -0.4851 1.0869 0.6787 0.4676 -0.3176 -0.4688
1341839131.1769 -0.5108 -0.4869 1.0865 0.6791 0.4683 -0.3168 -0.4681
1341839131.1868 -0.5113 -0.4889 1.0860 0.6794 0.4688 -0.3157 -0.4680
1341839131.1968 -0.5120 -0.4907 1.0858 0.6798 0.4692 -0.3147 -0.4677
1341839131.2068 -0.5128 -0.4923 1.0856 0.6798 0.4687 -0.3140 -0.4685
1341839131.2168 -0.5133 -0.4941 1.0854 0.6801 0.4684 -0.3136 -0.4687
1341839131.2269 -0.5138 -0.4959 1.0852 0.6808 0.4683 -0.3132 -0.4680
1341839131.2368 -0.5146 -0.4976 1.0850 0.6811 0.4679 -0.3137 -0.4678
1341839131.2468 -0.5154 -0.4992 1.0847 0.6814 0.4674 -0.3142 -0.4674
1341839131.2569 -0.5162 -0.5008 1.0844 0.6819 0.4668 -0.3148 -0.4669
1341839131.2669 -0.5170 -0.5028 1.0841 0.6825 0.4671 -0.3153 -0.4654
1341839131.2768 -0.5177 -0.5045 1.0838 0.6828 0.4676 -0.3151 -0.4647
1341839131.2875 -0.5185 -0.5064 1.0835 0.6833 0.4680 -0.3145 -0.4638
1341839131.2968 -0.5193 -0.5081 1.0831 0.6834 0.4685 -0.3138 -0.4637
1341839131.3068 -0.5199 -0.5099 1.0828 0.6837 0.4693 -0.3125 -0.4633
1341839131.3168 -0.5206 -0.5116 1.0825 0.6832 0.4696 -0.3122 -0.4640
1341839131.3268 -0.5216 -0.5131 1.0822 0.6825 0.4689 -0.3126 -0.4654
1341839131.3368 -0.5223 -0.5148 1.0820 0.6824 0.4681 -0.3126 -0.4665
1341839131.3468 -0.5230 -0.5163 1.0820 0.6822 0.4676 -0.3128 -0.4670
1341839131.3568 -0.5240 -0.5179 1.0819 0.6827 0.4669 -0.3133 -0.4667
1341839131.3668 -0.5248 -0.5194 1.0817 0.6833 0.4664 -0.3134 -0.4661
1341839131.3768 -0.5258 -0.5210 1.0815 0.6845 0.4660 -0.3133 -0.4649
1341839131.3868 -0.5268 -0.5226 1.0814 0.6856 0.4661 -0.3128 -0.4635
1341839131.3968 -0.5279 -0.5243 1.0812 0.6863 0.4664 -0.3125 -0.4625
1341839131.4068 -0.5289 -0.5258 1.0812 0.6868 0.4664 -0.3120 -0.4620
1341839131.4168 -0.5298 -0.5275 1.0813 0.6866 0.4665 -0.3121 -0.4621
1341839131.4305 -0.5308 -0.5290 1.0814 0.6860 0.4666 -0.3122 -0.4628
1341839131.4368 -0.5319 -0.5307 1.0815 0.6853 0.4669 -0.3121 -0.4637
1341839131.4467 -0.5329 -0.5322 1.0816 0.6843 0.4672 -0.3121 -0.4648
1341839131.4567 -0.5338 -0.5337 1.0817 0.6832 0.4674 -0.3123 -0.4660
1341839131.4668 -0.5348 -0.5351 1.0820 0.6823 0.4672 -0.3125 -0.4674
1341839131.4768 -0.5359 -0.5365 1.0823 0.6820 0.4672 -0.3128 -0.4677
1341839131.4868 -0.5370 -0.5379 1.0823 0.6820 0.4672 -0.3125 -0.4678
1341839131.4967 -0.5382 -0.5395 1.0825 0.6828 0.4667 -0.3123 -0.4674
1341839131.5068 -0.5394 -0.5409 1.0827 0.6831 0.4662 -0.3127 -0.4671
1341839131.5168 -0.5407 -0.5425 1.0829 0.6841 0.4659 -0.3127 -0.4660
1341839131.5268 -0.5419 -0.5439 1.0832 0.6846 0.4661 -0.3126 -0.4652
1341839131.5368 -0.5431 -0.5454 1.0834 0.6856 0.4658 -0.3125 -0.4640
1341839131.5468 -0.5445 -0.5471 1.0840 0.6858 0.4655 -0.3130 -0.4638
1341839131.5568 -0.5458 -0.5486 1.0843 0.6858 0.4652 -0.3131 -0.4640
1341839131.5668 -0.5470 -0.5502 1.0847 0.6850 0.4652 -0.3137 -0.4647
1341839131.5768 -0.5482 -0.5519 1.0850 0.6844 0.4654 -0.3139 -0.4653
1341839131.5868 -0.5492 -0.5534 1.0851 0.6837 0.4658 -0.3136 -0.4661
1341839131.5968 -0.5502 -0.5552 1.0853 0.6832 0.4662 -0.3137 -0.4663
1341839131.6068 -0.5515 -0.5570 1.0854 0.6828 0.4661 -0.3138 -0.4670
1341839131.6167 -0.5527 -0.5587 1.0856 0.6823 0.4660 -0.3143 -0.4674
1341839131.6269 -0.5539 -0.5605 1.0858 0.6820 0.4661 -0.3145 -0.4676
1341839131.6368 -0.5552 -0.5624 1.0860 0.6821 0.4660 -0.3149 -0.4672
1341839131.6468 -0.5564 -0.5640 1.0861 0.6823 0.4654 -0.3155 -0.4672
1341839131.6568 -0.5577 -0.5657 1.0862 0.6829 0.4649 -0.3157 -0.4667
1341839131.6667 -0.5589 -0.5676 1.0865 0.6834 0.4648 -0.3157 -0.4661
1341839131.6771 -0.5602 -0.5693 1.0866 0.6837 0.4642 -0.3161 -0.4660
1341839131.6868 -0.5616 -0.5708 1.0867 0.6836 0.4635 -0.3163 -0.4667
1341839131.6968 -0.5627 -0.5726 1.0868 0.6833 0.4639 -0.3162 -0.4668
1341839131.7068 -0.5642 -0.5744 1.0868 0.6825 0.4638 -0.3170 -0.4676
1341839131.7168 -0.5655 -0.5761 1.0868 0.6823 0.4634 -0.3173 -0.4680
1341839131.7268 -0.5667 -0.5780 1.0868 0.6823 0.4632 -0.3173 -0.4682
1341839131.7368 -0.5679 -0.5799 1.0868 0.6825 0.4632 -0.3174 -0.4679
1341839131.7496 -0.5690 -0.5816 1.0866 0.6828 0.4633 -0.3175 -0.4672
1341839131.7583 -0.5703 -0.5833 1.0865 0.6824 0.4631 -0.3179 -0.4677
1341839131.7667 -0.5716 -0.5850 1.0865 0.6826 0.4626 -0.3181 -0.4678
1341839131.7769 -0.5726 -0.5867 1.0865 0.6832 0.4625 -0.3178 -0.4672
1341839131.7868 -0.5737 -0.5883 1.0864 0.6835 0.4618 -0.3179 -0.4675
1341839131.7970 -0.5746 -0.5901 1.0863 0.6840 0.4617 -0.3177 -0.4671
1341839131.8068 -0.5756 -0.5919 1.0863 0.6843 0.4616 -0.3175 -0.4668
1341839131.8168 -0.5763 -0.5935 1.0862 0.6847 0.4616 -0.3170 -0.4665
1341839131.8268 -0.5770 -0.5952 1.0861 0.6855 0.4614 -0.3162 -0.4662
1341839131.8368 -0.5778 -0.5971 1.0864 0.6858 0.4607 -0.3164 -0.4662
1341839131.8468 -0.5785 -0.5989 1.0864 0.6857 0.4605 -0.3161 -0.4667
1341839131.8568 -0.5791 -0.6006 1.0864 0.6859 0.4605 -0.3161 -0.4665
1341839131.8668 -0.5797 -0.6024 1.0863 0.6858 0.4604 -0.3162 -0.4666
1341839131.8769 -0.5804 -0.6043 1.0863 0.6858 0.4609 -0.3158 -0.4665
1341839131.8871 -0.5811 -0.6061 1.0865 0.6858 0.4612 -0.3151 -0.4666
1341839131.8968 -0.5819 -0.6077 1.0866 0.6853 0.4608 -0.3149 -0.4678
1341839131.9068 -0.5826 -0.6095 1.0867 0.6856 0.4604 -0.3146 -0.4681
1341839131.9183 -0.5834 -0.6113 1.0868 0.6856 0.4601 -0.3143 -0.4685
1341839131.9268 -0.5840 -0.6130 1.0869 0.6856 0.4596 -0.3143 -0.4690
1341839131.9368 -0.5847 -0.6147 1.0870 0.6865 0.4588 -0.3140 -0.4687
1341839131.9467 -0.5855 -0.6164 1.0871 0.6871 0.4581 -0.3144 -0.4682
1341839131.9569 -0.5862 -0.6183 1.0873 0.6878 0.4577 -0.3141 -0.4677
1341839131.9668 -0.5869 -0.6200 1.0874 0.6887 0.4576 -0.3137 -0.4668
1341839131.9768 -0.5876 -0.6218 1.0876 0.6892 0.4576 -0.3134 -0.4662
1341839131.9868 -0.5883 -0.6237 1.0877 0.6895 0.4583 -0.3124 -0.4657
1341839131.9968 -0.5889 -0.6256 1.0879 0.6894 0.4584 -0.3118 -0.4662
1341839132.0068 -0.5898 -0.6274 1.0882 0.6890 0.4581 -0.3120 -0.4670
1341839132.0167 -0.5907 -0.6293 1.0885 0.6879 0.4573 -0.3125 -0.4690
1341839132.0268 -0.5914 -0.6310 1.0888 0.6869 0.4571 -0.3129 -0.4705
1341839132.0368 -0.5919 -0.6328 1.0890 0.6864 0.4572 -0.3130 -0.4711
1341839132.0468 -0.5927 -0.6345 1.0891 0.6860 0.4567 -0.3134 -0.4719
1341839132.0568 -0.5933 -0.6364 1.0892 0.6867 0.4562 -0.3132 -0.4714
1341839132.0669 -0.5940 -0.6381 1.0893 0.6869 0.4561 -0.3130 -0.4713
1341839132.0769 -0.5945 -0.6399 1.0895 0.6881 0.4557 -0.3119 -0.4707
1341839132.0869 -0.5952 -0.6415 1.0896 0.6888 0.4554 -0.3116 -0.4701
1341839132.0968 -0.5957 -0.6432 1.0897 0.6898 0.4542 -0.3115 -0.4699
1341839132.1068 -0.5961 -0.6450 1.0898 0.6906 0.4536 -0.3112 -0.4696
1341839132.1168 -0.5969 -0.6466 1.0899 0.6915 0.4519 -0.3107 -0.4702
1341839132.1268 -0.5974 -0.6483 1.0900 0.6926 0.4504 -0.3106 -0.4701
1341839132.1368 -0.5982 -0.6499 1.0901 0.6933 0.4489 -0.3106 -0.4706
1341839132.1478 -0.5988 -0.6518 1.0902 0.6942 0.4478 -0.3101 -0.4705
1341839132.1568 -0.5996 -0.6534 1.0902 0.6944 0.4474 -0.3104 -0.4705
1341839132.1668 -0.6005 -0.6552 1.0904 0.6946 0.4472 -0.3105 -0.4702
1341839132.1774 -0.6013 -0.6572 1.0904 0.6954 0.4471 -0.3098 -0.4697
1341839132.1868 -0.6022 -0.6591 1.0905 0.6954 0.4477 -0.3098 -0.4690
1341839132.1968 -0.6029 -0.6610 1.0906 0.6954 0.4474 -0.3098 -0.4692
1341839132.2068 -0.6030 -0.6624 1.0910 0.6958 0.4479 -0.3075 -0.4699
1341839132.2168 -0.6037 -0.6642 1.0913 0.6960 0.4468 -0.3074 -0.4707
1341839132.2268 -0.6046 -0.6660 1.0917 0.6960 0.4456 -0.3076 -0.4715
1341839132.2368 -0.6052 -0.6679 1.0919 0.6967 0.4448 -0.3074 -0.4714
1341839132.2468 -0.6060 -0.6698 1.0921 0.6972 0.4436 -0.3082 -0.4712
1341839132.2568 -0.6067 -0.6719 1.0921 0.6982 0.4430 -0.3086 -0.4701
1341839132.2674 -0.6074 -0.6738 1.0921 0.6987 0.4429 -0.3092 -0.4691
1341839132.2768 -0.6081 -0.6758 1.0922 0.6997 0.4426 -0.3092 -0.4679
1341839132.2868 -0.6087 -0.6777 1.0922 0.7000 0.4430 -0.3088 -0.4673
1341839132.2968 -0.6094 -0.6793 1.0921 0.6999 0.4427 -0.3085 -0.4679
1341839132.3076 -0.6099 -0.6810 1.0922 0.6999 0.4420 -0.3080 -0.4690
1341839132.3167 -0.6107 -0.6828 1.0923 0.6998 0.4412 -0.3079 -0.4699
1341839132.3269 -0.6115 -0.6842 1.0922 0.6993 0.4405 -0.3079 -0.4713
1341839132.3367 -0.6123 -0.6857 1.0922 0.6995 0.4396 -0.3080 -0.4719
1341839132.3468 -0.6129 -0.6874 1.0920 0.7005 0.4391 -0.3071 -0.4714
1341839132.3568 -0.6137 -0.6888 1.0920 0.7014 0.4381 -0.3069 -0.4711
1341839132.3671 -0.6146 -0.6903 1.0920 0.7019 0.4375 -0.3070 -0.4708
1341839132.3767 -0.6154 -0.6916 1.0918 0.7028 0.4368 -0.3069 -0.4702
1341839132.3868 -0.6163 -0.6933 1.0916 0.7037 0.4359 -0.3070 -0.4696
1341839132.3995 -0.6169 -0.6949 1.0914 0.7046 0.4355 -0.3067 -0.4688
